id,vulnerability,description,insecure_code,secure_code,severity,explanation_of_fix,Link,Confidence,Status
Sol-057,,"Description: The original code defines a Deposit struct for a Solana program using the Anchor framework, where deposit_account is an AccountInfo type marked as mutable (#[account(mut)]). However, there is no validation to ensure that deposit_account is a Program Derived Address (PDA) owned by the program. In Solana, PDAs are special accounts that are cryptographically derived from a program ID and specific seeds, ensuring they can only be controlled by the program that created them. Without PDA validation: Arbitrary Account Submission: An attacker could pass any account they control as the deposit_account, not necessarily one derived from the program's PDA logic. Ownership Risk: Since there's no check that deposit_account is owned by the program (via the owner field of AccountInfo), an attacker could potentially pass an account owned by a different program or a user-controlled keypair. Data Manipulation: If the program writes to deposit_account assuming it's a valid deposit storage account, an attacker could manipulate the data in an unexpected account, potentially leading to unintended behavior or state corruption. An attacker could: Pass a malicious account that they control, tricking the program into modifying an account that doesn't follow the expected deposit structure. If the program transfers lamports (SOL) or tokens to this account, the attacker could drain funds to an account they own. Cause denial-of-service by providing an invalid account that fails later checks in a way that halts program execution for legitimate users.","rust
#[derive(Accounts)]
pub struct Deposit<'info> {
    #[account(mut)]
    reserve: AccountInfo<'info>,

    // ❌ No PDA validation here!
    #[account(mut)]
    deposit_account: AccountInfo<'info>,
}","rust
#[derive(Accounts)]
pub struct Deposit<'info> {
    #[account(mut)] 
    reserve: AccountInfo<'info>,

    #[account(
        mut,
        seeds = [b""deposits"", reserve.key().as_ref()], 
        // ✅ Ensures PDA derivation
        bump = bump 
        // ✅ Ensures bump seed correctness
    )]
    deposit_account: AccountInfo<'info>,
}",High,"The fixed version leverages Anchor's account validation attributes to enforce PDA constraints directly in the Accounts struct definition. Here’s how: Added seeds Constraint: seeds = [b""deposits"", reserve.key().as_ref()] What It Does: This specifies that deposit_account must be a PDA derived from the seeds ""deposits"" (a static byte string) and the reserve account's public key (reserve.key().as_ref()). Anchor uses this to compute the expected PDA using Pubkey::find_program_address(seeds, program_id) internally. Fix Impact: Ensures that only an account matching this exact PDA derivation can be passed as deposit_account. An attacker can no longer substitute an arbitrary account because the PDA must cryptographically match the program’s derivation logic. Added bump = bump Constraint: bump = bump What It Does: This ensures that the bump seed (a single byte added to the seeds to find a valid PDA off the ed25519 curve) matches the one Anchor derives during validation. The bump value is automatically provided by Anchor in the Context and stored in the bumps map (e.g., ctx.bumps.deposit_account). Fix Impact: Prevents an attacker from manipulating the bump seed to derive a different PDA that might still fall within the program's address space but not match the intended account. This locks down the exact PDA expected by the program. Integration with Anchor: By using Anchor’s #[account] macro with these constraints, the validation happens automatically when the instruction is processed. The Anchor runtime checks that: The deposit_account’s public key matches the PDA derived from the seeds and program ID. The bump seed is correct. If either check fails, the transaction is rejected with an error (typically ProgramError::InvalidSeeds or similar), before the instruction handler logic executes.",,Medium,"Fixed, NoLink"
Sol-058,,"Description: The original code defines a Deposit struct for a Solana program using the Anchor framework, where deposit_account is an AccountInfo type marked as mutable (#[account(mut)]). However, there is no validation to ensure that deposit_account is a Program Derived Address (PDA) owned by the program. In Solana, PDAs are special accounts that are cryptographically derived from a program ID and specific seeds, ensuring they can only be controlled by the program that created them. Without PDA validation: Arbitrary Account Submission: An attacker could pass any account they control as the deposit_account, not necessarily one derived from the program's PDA logic. Ownership Risk: Since there's no check that deposit_account is owned by the program (via the owner field of AccountInfo), an attacker could potentially pass an account owned by a different program or a user-controlled keypair. Data Manipulation: If the program writes to deposit_account assuming it's a valid deposit storage account, an attacker could manipulate the data in an unexpected account, potentially leading to unintended behavior or state corruption. An attacker could: Pass a malicious account that they control, tricking the program into modifying an account that doesn't follow the expected deposit structure. If the program transfers lamports (SOL) or tokens to this account, the attacker could drain funds to an account they own. Cause denial-of-service by providing an invalid account that fails later checks in a way that halts program execution for legitimate users.","rust
#[derive(Accounts)]
pub struct Deposit<'info> {
    #[account(mut)]
    reserve: AccountInfo<'info>,

    #[account(mut)]
    // ❌ No PDA validation here!
    deposit_account: AccountInfo<'info>,
}","rust
let (expected_pda, expected_bump) = 
    Pubkey::find_program_address(
        &[b""deposits"", reserve.key().as_ref()], 
        program_id
    );

if deposit_account.key() != expected_pda {
    return Err(ProgramError::InvalidAccountData);
}

if provided_bump != expected_bump {
    return Err(ProgramError::InvalidAccountData);
}",High,"This fix manually validates the deposit_account as a PDA: PDA Derivation: let (expected_pda, expected_bump) = Pubkey::find_program_address(...) What It Does: Computes the expected PDA and its bump seed using the seeds ""deposits"" and reserve.key() with the program_id. This mirrors the logic Anchor uses internally. Fix Impact: Establishes a baseline for what deposit_account should be, ensuring it’s derived from the program’s logic. Address Validation: if deposit_account.key() != expected_pda { ... } What It Does: Compares the provided deposit_account’s public key with the expected PDA. If they don’t match, it returns an error. Fix Impact: Prevents an attacker from passing an arbitrary account by enforcing that deposit_account matches the program-derived address. Bump Validation: if provided_bump != expected_bump { ... } What It Does: Ensures the provided bump seed matches the one calculated during PDA derivation. Fix Impact: Prevents bump seed manipulation, ensuring the exact PDA intended by the program is used.",,Medium,"Fixed, NoLink"
Sol-059,,"The process to execute this exploit is as follows: 1. The admin creates a mint with an initial decimal value of 18 using the `MintCloseAuthority` extension, assigning the close authority to an address they control. 2. The admin uses the mint in the `InitONFT` resulting in 1e12 as a value of the `ld2sd_rate` (assuming 6 shared decimals). 3. With the mint supply still at 0, the admin then uses the close authority to close the mint account. 4. After the mint is closed, the admin can reinitialize a new mint at the same address, but this time with a reduced decimal value, such as 6. This manipulation of decimal values causes the `ld2sd_rate` to become inflated, as the program (ONFT) will still treat the mint as though it has 18 decimals while it actually operates with only 6 decimals. This mismatch leads to erroneous token calculations and can be used for various financial exploits. ### Example Exploits: * **Legitimate transfers treated as dust:**\ Assume a token with a value of $1, where 1 token equals `1e6` units (decimal of 6). An admin or attacker can send 100,000 tokens (with a total value of $1,000,000). Using the manipulated `ld2sd_rate`, the program with an inflated rate of `1e12`, causing the whole amount `1e11` (100 billion units) to dust due to `remove_dust`, meaning the tokens will not be sent as intended. * **Cross-chain Manipulation:**\ The attacker can initialize another `ONFT_config` with a different token escrow account, using the manipulated `ld2sd_rate` to transfer tokens from another chain (e.g., Ethereum) to Solana. The inflated rate on Solana causes the amount received to be much higher than intended. Once the tokens are transferred, the attacker switches the peer to the new `ONFT_config` using the correct (lower) rate and transfers the tokens back to the original chain, gaining an arbitrage-like advantage due to the discrepancy in the rates between the `ONFT_config` accounts.","rust
pub fn encode( 
    send_to: [u8; 32], 
    amount_sd: u64, 
    sender: Pubkey, 
    compose_msg: &Option<Vec<u8>>,
) -> Vec<u8> { 

    if let Some(msg) = compose_msg {

        let mut encoded = Vec::with_capacity(72 + msg.len()); // 32 + 8 + 32 
        encoded.extend_from_slice(&send_to); 
        encoded.extend_from_slice(&amount_sd.to_be_bytes()); 
        encoded.extend_from_slice(sender.to_bytes().as_ref()); 
        encoded.extend_from_slice(&msg); 
        encoded 

    } else {

        let mut encoded = Vec::with_capacity(40); // 32 + 8 
        encoded.extend_from_slice(&send_to); 
        encoded.extend_from_slice(&amount_sd.to_be_bytes()); 
        encoded 
    } 
}","rust
const MAX_MSG_SIZE: usize = 1024; // Adjust based on protocol requirements 

pub fn encode(
    send_to: [u8; 32], 
    amount_sd: u64, 
    sender: Pubkey, 
    compose_msg: &Option<Vec<u8>>,
) -> Result<Vec<u8>, OFTError> { 
    if let Some(msg) = compose_msg { 
        if msg.len() > MAX_MSG_SIZE { 
            return Err(OFTError::MessageTooLarge); 
        } 
        let mut encoded = Vec::with_capacity(72 + msg.len()); 
        encoded.extend_from_slice(&send_to); 
        encoded.extend_from_slice(&amount_sd.to_be_bytes()); 
        encoded.extend_from_slice(sender.to_bytes().as_ref()); 
        encoded.extend_from_slice(&msg); 
        Ok(encoded) 
    } else { 
        let mut encoded = Vec::with_capacity(40); 
        encoded.extend_from_slice(&send_to); 
        encoded.extend_from_slice(&amount_sd.to_be_bytes()); 
        Ok(encoded) 
    } 
}",Medium,"To mitigate this issue, it is strongly recommended to: 1. Add a check in the `InitOFT` instruction to verify that the `MintCloseAuthority` extension is not enabled. 2. Ensure that the close authority for the mint is explicitly set to `None` during initialization. This will prevent the exploitation of the `MintCloseAuthority` and ensure that the mint’s decimal value cannot be manipulated after its creation, thereby safeguarding the `ld2sd_rate` from being inflated. ### Sample Implementation Use this function upon `onft_config` creation to prevent the mint close authority extension :",https://solodit.cyfrin.io/issues/m-03-missing-size-checks-for-compose_msg-can-lead-to-oversized-messages-and-transaction-failures-shieldify-none-kanpaipandas-lzapponft-markdown,Medium,Fixed
Sol-060,,"Mint decimal manipulation through `MintCloseAuthority` leads to inflation of `ld2sd_rate`. The `ld2sd_rate` (local-to-shared decimal rate) can be manipulated by the initializer through the exploitation of the `MintCloseAuthority` extension in the Solana program. This manipulation is possible because the initializer has control over the mint’s decimal value, which can be changed after the mint’s creation, leading to critical discrepancies in token accounting and potential financial exploits. The process to execute this exploit is as follows: 1. The admin creates a mint with an initial decimal value of 18 using the `MintCloseAuthority` extension, assigning the close authority to an address they control. 2. The admin uses the mint in the `InitONFT` resulting in 1e12 as a value of the `ld2sd_rate` (assuming 6 shared decimals). 3. With the mint supply still at 0, the admin then uses the close authority to close the mint account. 4. After the mint is closed, the admin can reinitialize a new mint at the same address, but this time with a reduced decimal value, such as 6. This manipulation of decimal values causes the `ld2sd_rate` to become inflated, as the program (ONFT) will still treat the mint as though it has 18 decimals while it actually operates with only 6 decimals. This mismatch leads to erroneous token calculations and can be used for various financial exploits. ### Example Exploits: * **Legitimate transfers treated as dust:**\ Assume a token with a value of $1, where 1 token equals `1e6` units (decimal of 6). An admin or attacker can send 100,000 tokens (with a total value of $1,000,000). Using the manipulated `ld2sd_rate`, the program with an inflated rate of `1e12`, causing the whole amount `1e11` (100 billion units) to dust due to `remove_dust`, meaning the tokens will not be sent as intended. * **Cross-chain Manipulation:**\ The attacker can initialize another `ONFT_config` with a different token escrow account, using the manipulated `ld2sd_rate` to transfer tokens from another chain (e.g., Ethereum) to Solana. The inflated rate on Solana causes the amount received to be much higher than intended. Once the tokens are transferred, the attacker switches the peer to the new `ONFT_config` using the correct (lower) rate and transfers the tokens back to the original chain, gaining an arbitrage-like advantage due to the discrepancy in the rates between the `ONFT_config` accounts.","rust
pub struct InitAdapterONft<'info> {
    #[account(mut)]
    pub payer: Signer<'info>,
    
    #[account(
         init, 
         payer = payer, 
         space = 8 + ONftConfig::INIT_SPACE, 
         seeds = [ONft_SEED, token_escrow.key().as_ref()], 
         bump)]
    pub ONft_config: Account<'info, ONftConfig>,
    
    #[account(
         init, 
         payer = payer, 
         space = 8 + LzReceiveTypesAccounts::INIT_SPACE, 
         seeds = [LZ_RECEIVE_TYPES_SEED, &ONft_config.key().as_ref()], 
         bump)]
    pub lz_receive_types_accounts: Account<'info, LzReceiveTypesAccounts>,
    
    #[account(mint::token_program = token_program)]
    pub token_mint: InterfaceAccount<'info, Mint>,
    
    #[account(
         init, 
         payer = payer, 
         token::authority = ONft_config, 
         token::mint = token_mint, 
         token::token_program = token_program)]
    pub token_escrow: InterfaceAccount<'info, TokenAccount>,
    
    pub token_program: Interface<'info, TokenInterface>,
    pub system_program: Program<'info, System>,
}

impl InitAdapterONft<'_> {
    pub fn apply(ctx: &mut Context<InitAdapterONft>, params: &InitAdapterONftParams) -> Result<()> {
        ctx.accounts.ONft_config.bump = ctx.bumps.ONft_config;
        ctx.accounts.ONft_config.token_mint = ctx.accounts.token_mint.key();
        ctx.accounts.ONft_config.ext = ONftConfigExt::Adapter(ctx.accounts.token_escrow.key());
        ctx.accounts.ONft_config.token_program = ctx.accounts.token_program.key();
        ctx.accounts.lz_receive_types_accounts.ONft_config = ctx.accounts.ONft_config.key();
        ctx.accounts.lz_receive_types_accounts.token_mint = ctx.accounts.token_mint.key();

        let oapp_signer = ctx.accounts.ONft_config.key();
        ctx.accounts.ONft_config.init(
            params.endpoint_program,
            params.admin,
            params.shared_decimals,
            ctx.accounts.token_mint.decimals,
            ctx.remaining_accounts,
            oapp_signer,
        )
    }
}","rust
pub struct InitAdapterONft<'info> {
    #[account(mut)]
    pub payer: Signer<'info>,
    
    #[account(
        init,
        payer = payer,
        space = 8 + ONftConfig::INIT_SPACE,
        seeds = [ONft_SEED, token_escrow.key().as_ref()],
        bump
    )]
    pub ONft_config: Account<'info, ONftConfig>,
    
    #[account(
        init,
        payer = payer,
        space = 8 + LzReceiveTypesAccounts::INIT_SPACE,
        seeds = [LZ_RECEIVE_TYPES_SEED, &ONft_config.key().as_ref()],
        bump
    )]
    pub lz_receive_types_accounts: Account<'info, LzReceiveTypesAccounts>,

    #[account(mint::token_program = token_program)]
    pub token_mint: InterfaceAccount<'info, Mint>,
    
    #[account(
        init,
        payer = payer,
        token::authority = ONft_config,
        token::mint = token_mint,
        token::token_program = token_program,
    )]
    pub token_escrow: InterfaceAccount<'info, TokenAccount>,
    
    pub token_program: Interface<'info, TokenInterface>,
    pub system_program: Program<'info, System>,
}

pub fn is_supported_mint(mint_account: &InterfaceAccount<Mint>) -> bool {
    let mint_info = mint_account.to_account_info();
    let mint_data = mint_info.data.borrow();
    let mint = StateWithExtensions::<spl_token_2022::state::Mint>::unpack(&mint_data).unwrap();
    let extensions = mint.get_extension_types().unwrap();

    for e in extensions {
        if e == ExtensionType::MintCloseAuthority {
            return false;
        }
    }
    
    true
}

impl InitAdapterONft<'_> {
    pub fn apply(ctx: &mut Context<InitAdapterONft>, params: &InitAdapterONftParams) -> Result<()> {
        if !is_supported_mint(&ctx.accounts.mint) {
            return Err(Error::UnsupportedBaseMint.into());
        }

        ctx.accounts.ONft_config.bump = ctx.bumps.ONft_config;
        ctx.accounts.ONft_config.token_mint = ctx.accounts.token_mint.key();
        ctx.accounts.ONft_config.ext = ONftConfigExt::Adapter(ctx.accounts.token_escrow.key());
        ctx.accounts.ONft_config.token_program = ctx.accounts.token_program.key();
        
        ctx.accounts.lz_receive_types_accounts.ONft_config = ctx.accounts.ONft_config.key();
        ctx.accounts.lz_receive_types_accounts.token_mint = ctx.accounts.token_mint.key();

        let oapp_signer = ctx.accounts.ONft_config.key();

        ctx.accounts.ONft_config.init(
            params.endpoint_program,
            params.admin,
            params.shared_decimals,
            ctx.accounts.token_mint.decimals,
            ctx.remaining_accounts,
            oapp_signer,
        )
    }
}",High,https://solodit.cyfrin.io/issues/c-01-mint-decimal-manipulation-through-mintcloseauthority-leads-to-inflation-of-ld2sd_rate-shieldify-none-kanpaipandas-lzapponft-markdown,https://solodit.cyfrin.io/issues/c-01-mint-decimal-manipulation-through-mintcloseauthority-leads-to-inflation-of-ld2sd_rate-shieldify-none-kanpaipandas-lzapponft-markdown,Medium,Fixed
Sol-061,,"Critical OFT settings vulnerable to Solana restarts. The OFTStore structure contains critical settings that are vulnerable to Solana chain restarts. Specifically, the `paused` and `default_fee_bps` fields can revert to previous states. If Solana restarts to a previous slot: 1. The `paused` field could revert from true to false, reactivating the system when it should be paused for security reasons. This is particularly dangerous if the pause was enacted in response to a detected vulnerability or ongoing attack. 2. The `default_fee_bps` could revert to an outdated value. This might lead to incorrect fee calculations, potentially causing financial losses for users or the protocol itself. These issues arise because Solana's restart mechanism reverts the entire state (when the validators vote for that) to a previous slot, including these critical OFT settings. The current implementation doesn't have safeguards against such cases.","rust
pub struct OFTStore { 
    // ... other fields ... 
    pub default_fee_bps: u16, 
    pub paused: bool, 
    // ... other fields ... 
}","rust
pub struct OFTStore {
    // ... other fields ...
    pub last_updated_slot: u64,
    // ... other fields ...
}

fn is_config_outdated(oft_store: &OFTStore) -> Result<bool> {
    let last_restart_slot = LastRestartSlot::get()?;
    Ok(oft_store.last_updated_slot <= last_restart_slot.last_restart_slot)
}",Low,https://solodit.cyfrin.io/issues/l-07-critical-oft-settings-vulnerable-to-solana-restarts-pashov-audit-group-none-layerzero-september-markdown,,Medium,"Fixed, NoLink"
Sol-062,,"When a user proposes a loan via the proposeLoan instruction, the contract accepts a token account containing the NFT to be used as collateral. However, it fails to validate that the token account actually contains the token.","rust
#[account(
    mut, 
    // owner = token::ID, 
    associated_token::mint = nft_mint, 
    associated_token::authority = user
)]
pub nft_user_token_account: Box<Account<'info, TokenAccount>>,","rust
#[account(
    mut, 
    // owner = token::ID, 
    // constraint = nft_user_token_account.amount == TOKEN_MINT_SUPPLY, 
    associated_token::mint = nft_mint, 
    associated_token::authority = user
)]
pub nft_user_token_account: Box<Account<'info, TokenAccount>>,",Critical,Verify that the nft_user_token_account has a balance of one.,https://solodit.cyfrin.io/issues/anchor-and-solana-usage-ottersec-none-frakt-pdf,Medium,Fixed
Sol-063,,"In the redeemWinningLotTicket instruction, the raffle winner purchases the NFT collateral from the protocol, transferring funds to the loan’s liquidity pool. However, this association between loan and liquidity pool is not checked. This allows an attacker who wins the liquidation raffle to transfer funds to a different liquidity pool. Depending on parameters, this can result in the NFT collateral being cheaper than intended.","rust
loan.reward_amount = convert_u128_to_u64(
    u128::from(liquidity_pool.borrow_cumulative)
        .checked_sub(u128::from(
            loan.reward_interest_rate.expect(""no reward staked""),
        )).unwrap()
        .checked_mul(u128::from(loan.amount_to_get)).unwrap()
        .checked_div(u128::from(PRICE_BASED_TIME_DENOMINATOR)).unwrap()
        .checked_div(u128::from(BASE_POINTS)).unwrap()
).unwrap();","rust
#[account(
    mut,
    constraint = loan.loan_status == LoanStatus::Liquidated 
        @ ErrorCodes::LotIsNotLiquidatedYet,
    has_one = nft_mint 
        @ ErrorCodes::WrongNftMintOnLoan,
    has_one = liquidity_pool 
        @ ErrorCodes::WrongLiqPoolOnLoan,
    has_one = collection_info 
        @ ErrorCodes::WrongCollectionInfoOnLoan,
    // constraint = loan.expired_at > now_ts()? || loan.loan_type == LoanType::PriceBased 
    @ ErrorCodes::TimeIsNotExpired
)]",High,Verify that the provided liquidity_pool and collection_info accounts match what is specified in the loan account.,https://solodit.cyfrin.io/issues/anchor-and-solana-usage-ottersec-none-frakt-pdf,Medium,Fixed
Sol-064,,"The create_order function is responsible for creating a new order in the program. It performs several critical tasks, including: Validating the stability of the USDC price obtained from the Pyth Network. Ensuring that sufficient fees are provided for cross-chain operations. Initializing and populating the order with details such as the source and destination chains, token amounts, and involved parties. Transferring USDC from the user’s token account to a vault account for order processing. During the price validation step, the function fetches the USDC price using the Pyth price feed and adjusts it based on the feed's exponent value. However, this implementation does not consider the conf (confidence interval) parameter provided by Pyth, which represents the uncertainty range in the reported price. Ignoring conf might lead to decisions based on potentially unreliable price data, especially during periods of high market volatility. By not incorporating the conf parameter, the program exposes itself to risks where the USDC/USD price might appear stable but has significant uncertainty. This could lead to: Depeg Exploitation: If USDC experiences a depeg and the confidence interval (conf) is not considered, the price could appear valid while being inaccurate due to high uncertainty. Users on the Solana network could exploit this by exchanging depegged USDC tokens on Solana for more valuable tokens on another network, effectively transferring the depeg losses to the program and its users. Systemic Risks Across Chains: As the function facilitates cross-chain operations, overlooking the confidence interval might propagate incorrect exchange rates between networks, leading to financial imbalances or exploits. Inaccurate Price Validation: In volatile market conditions, large conf values signal unreliable data. Ignoring this parameter leaves the program vulnerable to decisions based on incomplete or misleading price information.","rust
msg!(""deposit USDC amount: {:?}"", amount); 

let price_update = &mut ctx.accounts.price_update; 

let feed_id: [u8; 32] = get_feed_id_from_hex(FEED_ID)?;

let price = price_update.get_price_no_older_than(&Clock::get()?, MAXIMUM_AGE, &feed_id)?;

// Adjust price to floating-point by scaling with 10^exponent
let adjusted_price: f64 = (price.price as f64) * 10f64.powi(price.exponent);","rust
let lower_bound = (price.price - price.conf) as f64 * 10f64.powi(price.exponent);
let upper_bound = (price.price + price.conf) as f64 * 10f64.powi(price.exponent);

// Validate price bounds
require!(lower_bound > 0.99, GeniusError::StableCoinPriceTooLow);
require!(upper_bound < MAX_ACCEPTABLE_PRICE, GeniusError::StableCoinPriceTooHigh);",Low,"Modify the price validation logic to incorporate the conf parameter. This ensures that the price used for validation is reliable and falls within an acceptable range. By incorporating the confidence interval, the program can assess the validity of the price more accurately, mitigating risks associated with volatile or unreliable price data.",https://www.halborn.com/audits/shuttle-labs/genius-solana-program,Medium,Fixed
Sol-065,,"The Withdraw instruction of the Waterusdc program allows users to withdraw liquidity from the lending program for a predefined fee. However, instead of transferring the fee to the fee vault as intended, the instruction mistakenly returns the fee to the user. As a result, the protocol is unable to collect fees from users.","rust
let fee_transfer_accounts = TransferChecked {
    from: ctx.accounts.usdc_token_account.to_account_info(),
    to: ctx.accounts.user_ata.to_account_info(),
    authority: ctx.accounts.program_authority.to_account_info(),
    mint: ctx.accounts.usdc_mint.to_account_info(),
};

let fee_amount_context = CpiContext::new_with_signer(
    ctx.accounts.token_program.to_account_info(),
    fee_transfer_accounts,
    signer_seeds,
);

anchor_spl::token::transfer_checked(fee_amount_context, w_fee, 6)?;","rust
use anchor_lang::prelude::*;
use anchor_spl::token::{self, TransferChecked};

// Assuming this is part of a larger program context
#[program]
pub mod waterusdc {
    use super::*;

    pub fn withdraw(ctx: Context<Withdraw>, amount: u64, w_fee: u64) -> Result<()> {
        // Transfer the withdrawal amount (minus fee) to the user
        let user_transfer_accounts = TransferChecked {
            from: ctx.accounts.usdc_token_account.to_account_info(),
            to: ctx.accounts.user_ata.to_account_info(),
            authority: ctx.accounts.program_authority.to_account_info(),
            mint: ctx.accounts.usdc_mint.to_account_info(),
        };

        let signer_seeds = &[/* Define your signer seeds here, e.g., &[b""authority"", &[bump]] */];
        let user_amount_context = CpiContext::new_with_signer(
            ctx.accounts.token_program.to_account_info(),
            user_transfer_accounts,
            signer_seeds,
        );

        // Transfer the withdrawal amount (excluding fee) to the user
        anchor_spl::token::transfer_checked(
            user_amount_context,
            amount.checked_sub(w_fee).ok_or(ProgramError::InvalidArgument)?,
            6, // USDC decimals
        )?;

        // Transfer the fee to the fee vault
        let fee_transfer_accounts = TransferChecked {
            from: ctx.accounts.usdc_token_account.to_account_info(),
            to: ctx.accounts.fee_vault.to_account_info(), // Changed to fee_vault
            authority: ctx.accounts.program_authority.to_account_info(),
            mint: ctx.accounts.usdc_mint.to_account_info(),
        };

        let fee_amount_context = CpiContext::new_with_signer(
            ctx.accounts.token_program.to_account_info(),
            fee_transfer_accounts,
            signer_seeds,
        );

        anchor_spl::token::transfer_checked(fee_amount_context, w_fee, 6)?;

        Ok(())
    }
}

#[derive(Accounts)]
pub struct Withdraw<'info> {
    /// The program's USDC token account holding the liquidity
    #[account(mut)]
    pub usdc_token_account: Account<'info, token::TokenAccount>,

    /// The user's USDC ATA to receive the withdrawn amount (minus fee)
    #[account(mut)]
    pub user_ata: Account<'info, token::TokenAccount>,

    /// The program's authority (likely a PDA) to sign the transfers
    pub program_authority: Signer<'info>,

    /// The USDC mint
    pub usdc_mint: Account<'info, token::Mint>,

    /// The fee vault to collect withdrawal fees
    #[account(
        mut,
        constraint = fee_vault.mint == usdc_mint.key() @ ProgramError::InvalidAccountData,
        constraint = fee_vault.owner == program_authority.key() @ ProgramError::InvalidAccountData
    )]
    pub fee_vault: Account<'info, token::TokenAccount>,

    /// The SPL Token program
    pub token_program: Program<'info, token::Token>,
}",Critical,"To address this issue, it is recommended to correct the destination address so that the fee is sent to the fee vault account.",https://www.halborn.com/audits/vaultka/waterusdc-and-vaultka-solana-programs,Low,Fixed
Sol-066,,"The RemoveApprovedLenders instruction allows the operator to remove an approved lender who will no longer be able to deposit. However, due to a lack of validation in the Deposit instruction, approved lenders who have been removed by the operator can still be able to deposit to keep earning yield and sharing looses.","rust
pub struct Deposit<'info> {
    pub depositor: Signer<'info>,
    #[account(
        mut,
        seeds = [
            LENDER_STATE_SEED,
            tranche_mint.key().as_ref(),
            depositor.key().as_ref(),
        ],
        bump = lender_state.bump,
    )]
    pub lender_state: Box<Account<'info, LenderState>>,
}","rust
use anchor_lang::prelude::*;

// Constants (assumed from context)
const LENDER_STATE_SEED: &[u8] = b""lender_state"";

// Assumed LenderState struct
#[account]
pub struct LenderState {
    pub bump: u8,
    pub is_approved: bool, // Approval status
    pub tranche_mint: Pubkey,
    pub depositor: Pubkey,
    // ... other fields as needed
}

pub mod preconditions {
    use anchor_lang::prelude::*;

    // Precondition to check if the lender is approved
    pub fn only_approved_lender(lender_state: &LenderState) -> Result<()> {
        if !lender_state.is_approved {
            return Err(ProgramError::InvalidAccountData.into()); // Or a custom error
        }
        Ok(())
    }
}

#[derive(Accounts)]
pub struct Deposit<'info> {
    pub depositor: Signer<'info>,
    #[account(
        mut,
        seeds = [
            LENDER_STATE_SEED,
            tranche_mint.key().as_ref(),
            depositor.key().as_ref(),
        ],
        bump = lender_state.bump,
    )]
    pub lender_state: Box<Account<'info, LenderState>>,

    // Assumed additional accounts (based on typical lending program structure)
    pub tranche_mint: Account<'info, Mint>, // Mint of the tranche token
    // ... other accounts like token accounts, authority, etc.
}

pub fn deposit(ctx: Context<Deposit>, amount: u64) -> Result<()> {
    // Validate that the depositor is an approved lender
    preconditions::only_approved_lender(&ctx.accounts.lender_state)?;

    // Proceed with deposit logic
    // ... (e.g., token transfers, updating lender_state, etc.)

    Ok(())
}",Low,"To address this issue, it is recommended to add a call to preconditions::only_approved_lender to verify the lender who is trying to deposit is a current-approved lender.",https://www.halborn.com/audits/huma/huma-protocol,Low,Fixed
